"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 30 15:48:20 CEST 2024","Sun Jun 30 15:48:45 CEST 2024","24636","Praktika app suite","Onboarding test","OnboardingProcessTest","OnboardingProcessTest","OnboardingTest","OnboardingTest",""
