"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jun 30 13:46:38 CEST 2024","Sun Jun 30 13:46:39 CEST 2024","988","Surefire suite","Surefire test","OnbordingProcessTest","OnbordingProcessTest","OnbordingTest","OnbordingTest",""
